id,name,now_cost,position,team,web_name,transfers_in_event,influence_rank_type,news_added,ict_index_rank_type,assists,selected_rank,direct_freekicks_order,starts_per_90,goals_conceded,threat_rank_type,status,ep_this,news,selected_rank_type,goals_scored,influence_rank,goals_conceded_per_90,selected_by_percent,in_dreamteam,points_per_game_rank,expected_goal_involvements_per_90,influence,form_rank_type,expected_goals_conceded_per_90,chance_of_playing_this_round,ep_next,expected_assists,expected_goals_conceded,points_per_game,cost_change_start,transfers_in,starts,cost_change_start_fall,creativity,saves_per_90,threat_rank,penalties_saved,points_per_game_rank_type,own_goals,bonus,penalties_missed,expected_goals,chance_of_playing_next_round,event_points,clean_sheets,clean_sheets_per_90,transfers_out,cost_change_event,penalties_order,expected_goals_per_90,creativity_rank_type,expected_assists_per_90,value_season,transfers_out_event,form,bps,saves,expected_goal_involvements,form_rank,creativity_rank,corners_and_indirect_freekicks_order,threat,dreamteam_count,now_cost_rank_type,ict_index,now_cost_rank,minutes,yellow_cards,cost_change_event_fall,red_cards,value_form,ict_index_rank,total_points
202,Conor Gallagher,54,MID,Chelsea,Gallagher,2730,29,2023-12-03T20:30:08.630645Z,34,5,235,,1.08,24,72,a,0.6,,76,0,74,1.52,0.5,False,168,0.19,309.2,148,1.34,100.0,0.6,1.72,21.02,2.9,-1,77972,17,1,375.7,0.0,115,0,72,0,4,0,1.26,100.0,1,4,0.25,84466,0,,0.08,23,0.11,9.3,1227,0.6,262,0,2.98,324,29,1.0,157.0,0,76,83.7,123,1417,3,0,1,0.1,47,50
203,Malo Gusto,41,DEF,Chelsea,Gusto,25562,111,2023-11-14T11:30:09.319567Z,92,2,89,,1.02,8,86,a,0.4,,33,0,277,1.17,4.4,False,228,0.15,115.4,114,1.16,100.0,0.4,0.64,7.99,2.4,1,1796958,7,-1,99.8,0.0,279,0,75,0,2,0,0.43,100.0,1,2,0.29,1546081,0,,0.06,43,0.09,6.3,4251,0.4,139,0,1.07,337,184,,38.0,1,162,25.3,628,618,2,0,1,0.1,275,26
206,Reece James,53,DEF,Chelsea,James,66,112,2023-12-10T23:00:09.935968Z,65,1,102,2.0,1.17,12,61,i,0.0,Hamstring injury - Unknown return date,43,0,278,2.8,3.4,False,398,0.31,115.2,120,2.38,0.0,0.0,1.01,10.20,1.1,-2,506758,5,2,156.9,0.0,227,0,137,0,0,0,0.30,0.0,0,0,0.0,1706842,-1,,0.07,24,0.24,1.7,13699,0.4,95,0,1.31,352,121,4.0,59.0,0,14,33.2,146,386,0,1,1,0.1,219,9
207,Romelu Lukaku Bolingoli,68,FWD,Chelsea,Lukaku,0,96,2023-09-01T07:24:35.377267Z,96,0,296,,0.0,0,96,u,0.0,Season-long loan to Roma,45,0,766,0.0,0.3,False,766,0.0,0.0,95,0.0,0.0,0.0,0.00,0.00,0.0,-2,9006,0,2,0.0,0.0,766,0,96,0,0,0,0.00,0.0,0,0,0.0,61254,0,,0.0,96,0.0,0.0,48,0.0,0,0,0.00,758,766,,0.0,0,14,0.0,35,0,0,0,0,0.0,766,0
208,Noni Madueke,53,MID,Chelsea,Madueke,357,196,2023-12-05T15:00:09.890262Z,167,0,459,,0.7,4,137,a,0.2,,154,0,435,2.79,0.1,False,399,0.45,12.0,176,1.56,100.0,0.2,0.44,2.24,1.1,-2,7738,1,2,49.1,0.0,263,0,185,0,0,0,0.20,100.0,1,0,0.0,13479,0,,0.14,159,0.31,1.5,97,0.2,25,0,0.64,392,294,,45.0,0,92,10.6,147,129,0,0,0,0.0,373,8
210,Mykhailo Mudryk,63,MID,Chelsea,Mudryk,5293,100,2023-10-28T18:00:08.330038Z,84,3,187,,0.99,10,79,a,3.0,,64,2,249,1.23,1.0,False,172,0.31,140.0,55,1.21,100.0,3.0,1.37,9.80,2.9,-2,116693,8,2,199.8,0.0,130,0,74,0,3,0,1.17,100.0,1,4,0.49,304204,0,,0.14,68,0.17,7.3,2017,3.0,132,0,2.54,114,88,3.0,136.0,1,33,47.4,55,730,3,0,0,0.5,153,46
211,Nicolas Jackson,69,FWD,Chelsea,N.Jackson,12333,6,2023-10-11T10:30:08.636447Z,6,1,55,,0.99,22,4,a,3.0,,9,7,54,1.56,6.8,False,102,0.78,343.6,13,1.44,100.0,3.0,1.52,20.29,3.5,-1,1604797,14,1,191.1,0.0,7,0,13,0,5,0,9.40,100.0,1,4,0.28,2444707,0,3.0,0.67,6,0.11,8.6,43257,3.0,197,0,10.92,115,92,,589.0,1,13,112.0,34,1269,8,0,0,0.4,22,59
212,Christopher Nkunku,73,FWD,Chelsea,Nkunku,90565,42,2023-08-03T09:30:04.720287Z,48,0,121,,0.0,1,46,a,1.4,,19,1,380,2.81,2.3,False,4,2.68,38.2,29,1.12,100.0,1.4,0.13,0.40,7.0,-2,206438,0,2,3.2,0.0,222,0,2,0,2,0,0.82,100.0,7,0,0.0,133757,0,,2.31,51,0.37,1.0,3226,1.4,27,0,0.95,235,413,,62.0,0,10,10.3,25,32,0,0,0,0.2,377,7
213,Christian Pulisic,55,MID,Chelsea,Pulisic,0,330,2023-07-14T08:03:53.480692Z,330,0,727,,0.0,0,330,u,0.0,Permanent transfer to AC Milan,304,0,757,0.0,0.0,False,757,0.0,0.0,320,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0,0.0,0.0,756,0,330,0,0,0,0.00,0.0,0,0,0.0,398,0,,0.0,330,0.0,0.0,0,0.0,0,0,0.00,740,757,,0.0,0,62,0.0,101,0,0,0,0,0.0,757,0
214,Malang Sarr,43,DEF,Chelsea,M.Sarr,56,238,,238,0,420,,0.0,0,235,a,0.0,,164,0,600,0.0,0.1,False,613,0.0,0.0,218,0.0,,0.0,0.00,0.00,0.0,-2,4396,0,2,0.0,0.0,571,0,236,0,0,0,0.00,,0,0,0.0,8976,0,,0.0,238,0.0,0.0,101,0.0,0,0,0.00,534,589,,0.0,0,143,0.0,591,0,0,0,0,0.0,607,0
215,Gabriel Słonina,40,GKP,Chelsea,Slonina,0,74,2023-08-11T10:44:59.272960Z,74,0,578,,0.0,0,48,u,0.0,Season long loan to KAS Eupen,75,0,560,0.0,0.0,False,572,0.0,0.0,72,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0,0.0,0.0,519,0,74,0,0,0,0.00,0.0,0,0,0.0,4013,0,,0.0,57,0.0,0.0,20,0.0,0,0,0.00,485,545,,0.0,0,56,0.0,690,0,0,0,0,0.0,567,0
216,Raheem Sterling,71,MID,Chelsea,Sterling,10909,21,2023-12-24T15:30:09.085575Z,11,6,36,4.0,1.01,25,7,s,3.0,Suspended until 30 Dec,11,5,55,1.59,10.6,False,33,0.47,340.6,56,1.43,,0.0,3.38,22.51,4.5,1,2896336,16,-1,358.3,0.0,11,0,21,0,6,0,4.09,0.0,4,3,0.19,2157346,0,4.0,0.26,25,0.21,11.4,145338,3.0,231,0,7.47,116,31,,519.0,2,17,121.7,29,1419,5,0,0,0.4,16,81
217,Thiago Emiliano da Silva,50,DEF,Chelsea,T.Silva,6839,6,,23,0,93,,1.0,26,46,a,2.4,,36,1,27,1.53,3.9,False,163,0.03,408.0,49,1.43,,2.4,0.39,24.39,2.9,0,352761,17,0,78.9,0.0,197,0,52,0,5,0,0.23,,1,4,0.24,295619,0,,0.01,61,0.02,9.8,5151,2.4,335,0,0.62,142,223,,78.0,0,18,56.7,168,1530,2,0,0,0.5,119,49
218,Hakim Ziyech,54,MID,Chelsea,Ziyech,0,328,2023-08-21T08:29:13.470637Z,328,0,456,,0.0,0,328,u,0.0,Season long loan to Galatasaray,153,0,754,0.0,0.1,False,754,0.0,0.0,316,0.0,0.0,0.0,0.00,0.00,0.0,-1,1010,0,1,0.0,0.0,751,0,328,0,0,0,0.00,0.0,0,0,0.0,16357,0,,0.0,328,0.0,0.0,10,0.0,0,0,0.00,734,754,,0.0,0,68,0.0,111,0,0,0,0,0.0,754,0
362,Cole Palmer,56,MID,Chelsea,Palmer,72394,14,2023-12-24T15:30:09.398314Z,17,4,14,1.0,0.93,20,21,s,5.0,Suspended until 30 Dec,6,6,39,1.7,22.8,False,28,0.75,375.4,13,1.64,100.0,0.0,3.27,19.32,4.6,6,2883349,11,-6,366.3,0.0,34,0,17,0,8,0,5.48,0.0,1,2,0.17,558209,0,1.0,0.47,24,0.28,13.2,157947,5.0,266,0,8.75,18,30,2.0,339.0,3,58,107.9,93,1060,5,0,0,0.9,25,74
589,Ângelo Gabriel Borges Damaceno,50,MID,Chelsea,Ângelo,0,324,2023-08-10T13:51:38.491138Z,324,0,738,,0.0,0,323,u,0.0,Season long loan to Strasbourg until the end of the season,309,0,749,0.0,0.0,False,749,0.0,0.0,305,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0,0.0,0.0,743,0,324,0,0,0,0.00,0.0,0,0,0.0,994,0,,0.0,323,0.0,0.0,1,0.0,0,0,0.00,721,746,,0.0,0,130,0.0,204,0,0,0,0,0.0,749,0
609,Ian Maatsen,51,MID,Chelsea,Maatsen,80,180,,179,0,505,,0.0,4,174,a,0.8,,176,0,407,2.52,0.1,False,473,0.37,24.4,141,2.72,,0.8,0.19,4.32,0.9,-4,3036,0,4,43.0,0.0,346,0,222,0,0,0,0.40,,1,0,0.0,10233,0,,0.25,163,0.12,2.0,60,0.8,28,0,0.59,306,308,,19.0,0,102,8.6,166,143,1,0,0,0.2,389,10
611,Axel Disasi,49,DEF,Chelsea,Disasi,4977,27,2023-10-10T12:00:09.181007Z,42,0,92,,1.02,21,38,a,2.2,,35,1,77,1.33,4.0,False,132,0.13,303.6,59,1.3,100.0,2.2,1.31,20.50,3.1,-1,932013,16,1,66.7,0.0,185,0,39,0,4,0,0.78,100.0,2,4,0.25,752022,0,,0.05,75,0.08,10.0,5120,2.2,268,0,2.09,160,248,,82.0,1,30,45.3,243,1416,2,0,0,0.4,163,49
613,Lesley Ugochukwu,44,MID,Chelsea,Ugochukwu,37,161,2023-12-05T15:00:11.116513Z,184,0,320,,1.0,6,208,d,0.0,Knock - 75% chance of playing,102,0,367,2.01,0.2,False,391,0.04,47.0,167,2.25,0.0,0.2,0.11,6.73,1.1,-1,44432,3,1,22.0,0.0,420,0,179,0,0,0,0.00,75.0,1,1,0.33,41893,0,,0.0,185,0.04,2.5,520,0.2,53,0,0.11,378,357,,2.0,0,317,7.1,563,269,2,0,0,0.0,399,11
623,Mason Burstow,45,FWD,Chelsea,Burstow,0,56,2023-09-01T21:50:53.219365Z,58,0,474,,0.0,1,57,u,0.0,Season-long loan to Sunderland,69,0,479,11.25,0.1,False,434,0.0,0.4,77,10.12,0.0,0.0,0.00,0.90,1.0,0,4401,0,0,0.6,0.0,423,0,53,0,0,0,0.00,0.0,0,0,0.0,13832,0,,0.0,54,0.0,0.4,38,0.0,6,0,0.00,657,439,,2.0,0,87,0.3,463,8,0,0,0,0.0,477,2
659,Lucas Bergström,40,GKP,Chelsea,Bergström,20,77,,77,0,579,,0.0,0,51,a,0.0,,76,0,565,0.0,0.0,False,577,0.0,0.0,75,0.0,,0.0,0.00,0.00,0.0,0,1746,0,0,0.0,0.0,524,0,77,0,0,0,0.00,,0,0,0.0,1522,0,,0.0,60,0.0,0.0,29,0.0,0,0,0.00,490,550,,0.0,0,59,0.0,696,0,0,0,0,0.0,572,0
667,Roméo Lavia,49,MID,Chelsea,Lavia,76,315,2023-08-24T14:00:07.676377Z,315,0,704,,0.0,0,313,a,0.0,,289,0,738,0.0,0.0,False,738,0.0,0.0,293,0.0,25.0,0.0,0.00,0.00,0.0,-1,1212,0,1,0.0,0.0,730,0,315,0,0,0,0.00,100.0,0,0,0.0,1357,0,,0.0,313,0.0,0.0,11,0.0,0,0,0.00,707,733,,0.0,0,170,0.0,265,0,0,0,0,0.0,738,0
671,Bashir Humphreys,40,DEF,Chelsea,Humphreys,0,206,2023-09-03T20:06:46.325160Z,207,0,684,,0.0,0,195,u,0.0,Season-long loan to Swansea City,236,0,554,0.0,0.0,False,567,0.0,0.0,179,0.0,0.0,0.0,0.00,0.00,0.0,0,629,0,0,0.0,0.0,513,0,204,0,0,0,0.00,0.0,0,0,0.0,962,0,,0.0,206,0.0,0.0,2,0.0,0,0,0.00,479,540,,0.0,0,198,0.0,683,0,0,0,0,0.0,562,0
677,Deivid Washington de Souza Eugênio,45,FWD,Chelsea,Deivid,145,83,,56,0,461,,0.0,1,56,a,0.0,,66,0,714,10.0,0.1,False,438,4.7,0.0,80,16.4,,0.0,0.00,1.64,1.0,0,9922,0,0,0.1,0.0,410,0,55,0,0,0,0.47,,0,0,0.0,7276,0,,4.7,59,0.0,0.2,167,0.0,3,0,0.47,668,458,,4.0,0,90,0.4,478,9,0,0,0,0.0,472,1
680,Eddie Beach,40,GKP,Chelsea,Beach,30,75,,75,0,637,,0.0,0,49,a,0.0,,79,0,563,0.0,0.0,False,575,0.0,0.0,73,0.0,,0.0,0.00,0.00,0.0,0,1310,0,0,0.0,0.0,522,0,75,0,0,0,0.00,,0,0,0.0,960,0,,0.0,58,0.0,0.0,21,0.0,0,0,0.00,488,548,,0.0,0,57,0.0,693,0,0,0,0,0.0,570,0
681,Diego Manuel Jadon da Silva Moreira,45,MID,Chelsea,Diego Moreira,0,272,2023-09-03T20:11:21.942763Z,275,0,744,,0.0,0,272,u,0.0,Season-long loan to Lyon,314,0,682,0.0,0.0,False,690,0.0,0.0,239,0.0,0.0,0.0,0.00,0.00,0.0,0,236,0,0,0.0,0.0,670,0,278,0,0,0,0.00,0.0,0,0,0.0,278,0,,0.0,273,0.0,0.0,1,0.0,0,0,0.00,634,678,,0.0,0,253,0.0,436,0,0,0,0,0.0,688,0
687,Djordje Petrovic,45,GKP,Chelsea,Petrovic,14762,31,,31,0,209,,0.97,3,75,a,1.8,,28,0,394,1.45,0.7,False,142,0.0,32.0,18,0.85,,1.8,0.00,1.76,3.0,0,75263,2,0,0.0,2.42,651,0,18,0,0,0,0.00,,2,1,0.48,6392,0,,0.0,80,0.0,2.0,1171,1.8,39,5,0.00,191,661,,0.0,0,21,3.2,414,186,0,0,0,0.4,435,9
716,Alfie Gilchrist,40,DEF,Chelsea,Gilchrist,23,221,,221,0,607,,0.0,0,210,a,0.0,,215,0,576,0.0,0.0,False,588,0.0,0.0,194,0.0,,0.0,0.00,0.00,0.0,0,1761,0,0,0.0,0.0,535,0,218,0,0,0,0.00,,0,0,0.0,1315,0,,0.0,220,0.0,0.0,43,0.0,0,0,0.00,501,561,,0.0,0,215,0.0,707,0,0,0,0,0.0,583,0
717,Ronnie Stutter,45,FWD,Chelsea,Stutter,90,78,,81,0,553,,0.0,0,79,a,0.0,,77,0,698,0.0,0.0,False,706,0.0,0.0,73,0.0,,0.0,0.00,0.00,0.0,0,4857,0,0,0.0,0.0,687,0,81,0,0,0,0.00,,0,0,0.0,3359,0,,0.0,80,0.0,0.0,127,0.0,0,0,0.00,651,695,,0.0,0,83,0.0,455,0,0,0,0,0.0,704,0
718,Alex Matos,45,MID,Chelsea,Matos,18,287,,290,0,690,,0.0,0,287,a,0.0,,278,0,699,0.0,0.0,False,433,0.0,0.0,255,0.0,,0.0,0.00,0.00,1.0,0,1211,0,0,0.0,0.0,688,0,196,0,0,0,0.00,,0,0,0.0,897,0,,0.0,288,0.0,0.2,20,0.0,2,0,0.00,652,696,,0.0,0,270,0.0,456,1,0,0,0,0.0,705,1
723,Josh Brooking,40,DEF,Chelsea,Brooking,20,199,,200,0,620,,0.0,0,187,a,0.0,,219,0,542,0.0,0.0,False,554,0.0,0.0,171,0.0,,0.0,0.00,0.00,0.0,0,1400,0,0,0.0,0.0,500,0,196,0,0,0,0.00,,0,0,0.0,958,0,,0.0,199,0.0,0.0,48,0.0,0,0,0.00,466,528,,0.0,0,189,0.0,669,0,0,0,0,0.0,550,0
758,Leo Castledine,45,MID,Chelsea,Castledine,13,286,,289,0,754,,0.0,0,286,a,0.0,,322,0,697,0.0,0.0,False,705,0.0,0.0,254,0.0,,0.0,0.00,0.00,0.0,0,95,0,0,0.0,0.0,686,0,292,0,0,0,0.00,,0,0,0.0,38,0,,0.0,287,0.0,0.0,9,0.0,0,0,0.00,650,694,,0.0,0,269,0.0,454,0,0,0,0,0.0,703,0
7,Rob Holding,43,DEF,Crystal Palace,Holding,8,236,2023-12-01T17:00:08.901180Z,236,0,393,,0.0,0,231,i,0.0,Ankle injury - Expected back 20 Jan,148,0,597,0.0,0.1,False,610,0.0,0.0,214,0.0,0.0,0.0,0.00,0.00,0.0,-2,5328,0,2,0.0,0.0,566,0,234,0,0,0,0.00,0.0,0,0,0.0,14625,0,,0.0,236,0.0,0.0,127,0.0,0,0,0.00,529,586,,0.0,0,137,0.0,584,0,0,0,0,0.0,604,0
219,Naouirou Ahamada,43,MID,Crystal Palace,Ahamada,270,198,2023-09-22T13:30:07.934644Z,196,0,200,,0.0,5,195,a,0.4,,69,0,444,3.66,0.8,False,468,0.11,9.6,152,2.86,100.0,0.4,0.06,3.91,0.9,-2,162663,0,2,17.6,0.0,388,0,219,0,0,0,0.10,100.0,0,0,0.0,112280,0,,0.07,190,0.04,2.1,2739,0.4,27,0,0.16,340,365,,9.0,0,328,3.7,605,123,1,0,0,0.1,426,9
220,Joachim Andersen,49,DEF,Crystal Palace,Andersen,10880,2,,4,1,18,,1.0,26,4,a,1.0,,6,2,15,1.44,18.5,False,77,0.11,483.6,96,1.42,,1.0,0.83,25.53,3.7,4,2903096,18,-4,183.6,0.0,95,0,17,0,9,0,1.14,,2,5,0.28,1301083,-1,,0.06,17,0.05,13.5,50104,1.0,342,0,1.97,286,97,,178.0,3,26,84.5,228,1620,4,1,0,0.2,45,66
221,Jordan Ayew,54,MID,Crystal Palace,J.Ayew,1778,43,2023-12-09T15:30:08.684440Z,38,3,279,,1.04,20,17,a,2.2,,92,2,114,1.31,0.3,False,167,0.28,264.0,70,1.36,100.0,2.2,1.46,20.79,2.9,-1,92162,16,1,203.5,0.0,29,0,71,0,0,0,2.76,100.0,8,6,0.39,99813,0,,0.18,65,0.1,9.3,956,2.2,149,0,4.22,161,85,,356.0,0,66,82.3,108,1378,4,0,1,0.4,53,50
222,Nathaniel Clyne,44,DEF,Crystal Palace,Clyne,129,139,,141,0,401,,0.78,6,136,a,1.2,,151,0,361,1.17,0.1,False,279,0.02,50.8,82,1.32,,1.2,0.04,6.77,2.0,-1,6791,4,1,11.1,0.0,377,0,97,0,0,0,0.03,,2,1,0.2,11043,0,,0.01,144,0.01,3.2,155,1.2,68,0,0.07,244,393,,12.0,0,86,7.5,484,461,0,0,0,0.3,397,14
223,Cheick Doucouré,49,MID,Crystal Palace,C.Doucouré,7,89,2023-11-25T19:00:09.473696Z,104,0,494,,1.08,12,151,i,0.0,Achilles injury - Expected back 19 May,169,0,214,1.17,0.1,False,302,0.1,165.8,290,1.35,0.0,0.0,0.76,13.76,1.9,-1,11463,11,1,138.5,0.0,287,0,125,0,0,0,0.28,0.0,0,3,0.29,14418,0,,0.03,94,0.07,4.3,99,0.0,141,0,1.04,704,139,,36.0,0,165,34.2,259,920,2,0,0,0.0,214,21
224,Malcolm Ebiowei,45,MID,Crystal Palace,Ebiowei,19,261,2023-08-17T14:00:07.032627Z,264,0,573,,0.0,0,259,a,0.0,,212,0,663,0.0,0.0,False,674,0.0,0.0,226,0.0,100.0,0.0,0.00,0.00,0.0,0,2088,0,0,0.0,0.0,647,0,268,0,0,0,0.00,100.0,0,0,0.0,5715,0,,0.0,262,0.0,0.0,31,0.0,0,0,0.00,612,658,,0.0,0,236,0.0,409,0,0,0,0,0.0,668,0
225,Odsonne Edouard,54,FWD,Crystal Palace,Edouard,145,8,2023-12-09T16:30:08.935251Z,8,0,133,3.0,1.09,16,7,i,0.0,Knee injury - Unknown return date,22,6,86,1.16,2.1,False,65,0.41,295.0,18,1.18,0.0,0.0,0.62,16.28,3.9,-1,972950,15,1,183.6,0.0,14,0,10,0,9,0,5.11,0.0,0,4,0.29,992462,0,3.0,0.37,9,0.04,10.9,27127,2.2,197,0,5.73,162,98,,485.0,0,33,96.6,117,1243,3,0,0,0.4,35,59
226,Eberechi Eze,60,MID,Crystal Palace,Eze,1876,63,2023-11-25T19:00:09.496003Z,36,2,116,1.0,0.99,11,34,a,0.4,,32,2,148,1.21,2.8,False,123,0.61,225.4,158,1.41,100.0,0.4,2.03,12.78,3.2,-5,574091,9,5,332.7,0.0,56,0,55,0,1,0,3.51,100.0,1,3,0.33,1827153,0,1.0,0.39,29,0.22,6.3,3728,0.4,147,0,5.54,353,36,1.0,265.0,0,42,82.4,66,818,2,0,0,0.1,51,38
227,Vicente Guaita,44,GKP,Crystal Palace,Guaita,0,86,2023-09-02T08:56:40.331253Z,86,0,323,,0.0,0,64,u,0.0,Signed for Celta Vigo,49,0,609,0.0,0.2,False,620,0.0,0.0,84,0.0,0.0,0.0,0.00,0.00,0.0,-1,2528,0,1,0.0,0.0,578,0,86,0,0,0,0.00,0.0,0,0,0.0,69072,0,,0.0,72,0.0,0.0,169,0.0,0,0,0.00,543,596,,0.0,0,23,0.0,481,0,0,0,0,0.0,614,0
228,Marc Guéhi,45,DEF,Crystal Palace,Guéhi,2520,18,2023-09-13T15:30:08.533559Z,52,0,95,,1.0,23,91,a,1.4,,38,0,63,1.35,3.9,False,154,0.08,326.2,78,1.31,100.0,1.4,0.93,22.32,2.9,0,613919,17,0,52.3,0.0,289,0,49,0,6,0,0.58,100.0,2,5,0.29,407451,0,,0.03,91,0.05,11.1,10145,1.4,298,0,1.51,230,283,,35.0,1,68,41.4,379,1530,1,0,0,0.3,182,50
229,Will Hughes,49,MID,Crystal Palace,Hughes,26,88,2023-08-06T23:30:05.660088Z,90,0,655,,1.03,19,147,a,1.0,,259,0,213,1.78,0.0,False,317,0.1,166.8,127,1.59,100.0,1.0,1.00,17.02,1.8,-1,1964,11,1,202.4,0.0,278,0,133,0,0,0,0.15,100.0,0,4,0.37,1865,0,,0.01,67,0.09,5.1,52,1.0,115,0,1.15,285,87,4.0,39.0,0,142,40.7,220,963,3,0,0,0.2,184,25
230,Sam Johnstone,45,GKP,Crystal Palace,Johnstone,98,18,2023-12-09T16:30:08.974792Z,18,0,103,,1.0,22,71,d,0.0,Calf injury - 50% chance of playing,15,0,129,1.38,3.3,False,95,0.0,254.4,26,1.42,0.0,0.5,0.00,22.71,3.5,0,702595,16,0,0.0,2.13,620,0,14,0,7,0,0.00,50.0,0,5,0.31,594457,-1,,0.0,78,0.0,12.4,20669,1.0,254,34,0.00,271,634,,0.0,2,17,25.6,359,1436,0,1,0,0.2,273,56
231,Jefferson Lerma Solís,47,MID,Crystal Palace,Lerma,65,90,2023-12-09T16:30:08.994956Z,72,1,399,,1.04,18,67,a,1.2,,131,0,220,1.44,0.1,False,217,0.24,161.6,95,1.26,75.0,1.6,1.17,15.81,2.5,-3,10313,13,3,226.7,0.0,102,0,94,0,3,0,1.91,100.0,2,3,0.24,36340,0,,0.15,55,0.09,6.8,136,1.6,157,0,3.08,210,71,,168.0,0,201,55.6,312,1126,3,0,0,0.3,123,32
232,Jean-Philippe Mateta,49,FWD,Crystal Palace,Mateta,7522,24,,25,4,179,,0.72,15,31,a,4.4,,30,2,211,2.17,1.1,False,162,0.46,167.6,5,2.04,,4.4,0.68,14.14,2.9,-1,166808,5,1,148.7,0.0,104,0,24,0,5,0,2.51,,1,2,0.29,101714,0,2.0,0.36,15,0.1,9.0,13028,4.4,135,0,3.19,36,127,,167.0,1,53,48.3,250,623,2,0,0,0.9,149,44
233,Remi Matthews,39,GKP,Crystal Palace,Matthews,85,34,,34,0,380,,0.0,1,17,a,0.2,,56,0,475,30.0,0.1,False,402,0.0,1.0,30,2.1,,0.2,0.00,0.07,1.0,-1,5914,0,1,0.0,0.0,452,0,33,0,0,0,0.00,,0,0,0.0,7618,0,,0.0,26,0.0,0.3,219,0.2,3,0,0.00,366,481,,0.0,0,77,0.1,746,3,0,0,0,0.1,485,1
234,Tyrick Mitchell,47,DEF,Crystal Palace,Mitchell,2602,28,2023-12-06T23:30:08.694178Z,31,1,96,,1.06,23,74,a,1.0,,39,1,78,1.43,3.8,False,111,0.09,302.0,94,1.44,100.0,1.0,0.98,23.21,3.3,2,944453,17,-2,160.8,0.0,250,0,28,0,5,0,0.42,100.0,1,5,0.31,623723,0,,0.03,22,0.06,11.9,12508,1.0,273,0,1.40,278,116,,50.0,1,41,51.3,321,1447,3,0,0,0.2,136,56
235,Jake O'Brien,40,DEF,Crystal Palace,O'Brien,0,218,2023-08-17T06:14:22.523517Z,218,0,520,,0.0,0,207,u,0.0,Permanent transfer to Lyon,196,0,573,0.0,0.0,False,585,0.0,0.0,191,0.0,0.0,0.0,0.00,0.00,0.0,0,415,0,0,0.0,0.0,532,0,215,0,0,0,0.00,0.0,0,0,0.0,10074,0,,0.0,217,0.0,0.0,29,0.0,0,0,0.00,498,558,,0.0,0,212,0.0,704,0,0,0,0,0.0,580,0
236,Michael Olise,58,MID,Crystal Palace,Olise,9963,92,2023-07-05T16:30:03.780925Z,76,1,233,2.0,0.91,11,89,a,4.0,,75,2,223,2.0,0.5,False,38,0.64,159.2,30,1.36,100.0,4.0,1.88,7.47,4.4,-2,71947,5,2,253.2,0.0,141,0,24,0,6,0,1.67,100.0,6,0,0.0,39274,0,,0.3,48,0.34,5.3,3277,4.0,135,0,3.55,52,60,2.0,122.0,0,50,53.6,79,495,0,0,0,0.7,129,31
237,Luke Plange,45,FWD,Crystal Palace,Plange,0,70,2023-08-02T07:30:53.481421Z,72,0,673,,0.0,0,69,u,0.0,"Half season loan to Carlisle United, expected back in January",92,0,664,0.0,0.0,False,675,0.0,0.0,64,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0,0.0,0.0,649,0,75,0,0,0,0.00,0.0,0,0,0.0,1489,0,,0.0,71,0.0,0.0,1,0.0,0,0,0.00,613,659,,0.0,0,73,0.0,411,0,0,0,0,0.0,669,0
238,Chris Richards,39,DEF,Crystal Palace,C.Richards,1342,109,,126,0,223,,0.96,11,140,a,1.2,,85,0,273,1.76,0.6,False,387,0.01,118.8,81,1.76,,1.2,0.09,10.98,1.1,-1,55488,6,1,16.4,0.0,391,0,134,0,0,0,0.00,,2,0,0.0,45037,0,,0.0,131,0.01,2.6,651,1.2,80,0,0.09,243,372,,8.0,0,242,14.3,757,561,1,0,0,0.3,343,10
239,Jairo Riedewald,44,MID,Crystal Palace,Riedewald,33,200,2023-09-27T09:00:08.517252Z,205,0,479,,1.03,2,198,a,0.6,,160,0,446,1.03,0.1,False,312,0.02,9.4,145,1.63,100.0,0.6,0.04,3.16,1.8,-1,7818,2,1,5.0,0.0,393,0,129,0,0,0,0.00,100.0,0,1,0.52,8864,0,,0.0,203,0.02,1.6,136,0.6,18,0,0.04,318,408,,8.0,0,293,2.2,507,174,0,0,0,0.1,449,7
240,Jeffrey Schlupp,49,MID,Crystal Palace,Schlupp,98,77,2023-10-07T21:00:07.840898Z,79,1,387,,1.26,14,64,a,1.8,,125,1,192,1.18,0.1,False,189,0.22,184.8,86,1.29,100.0,1.8,1.16,15.30,2.7,-1,16072,15,1,157.6,0.0,97,0,84,0,1,0,1.43,100.0,0,4,0.34,22168,0,,0.12,84,0.1,8.4,729,1.8,125,0,2.59,196,119,,172.0,0,138,51.2,215,1068,0,0,0,0.4,137,41
241,James Tomkins,40,DEF,Crystal Palace,Tomkins,111,172,2023-10-20T15:30:08.713409Z,181,0,245,,0.0,0,168,a,0.0,,94,0,481,0.0,0.4,False,405,0.0,0.2,150,0.0,100.0,0.0,0.00,0.00,1.0,0,20728,0,0,0.0,0.0,470,0,142,0,0,0,0.00,100.0,0,0,0.0,65281,0,,0.0,180,0.0,0.2,296,0.0,3,0,0.00,435,498,,0.0,0,164,0.0,633,1,0,0,0,0.0,520,1
